Year,Month,Country,Accession,Probability,GenBank_Title
2024,4,United Kingdom,GQ397569.1,0.3829615116119385,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,4,United Kingdom,GQ397630.1,0.38231176137924194,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,4,United Kingdom,GQ397515.1,0.38164231181144714,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,5,United Kingdom,GQ397569.1,0.38962146639823914,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,5,United Kingdom,GQ397630.1,0.38896751403808594,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,5,United Kingdom,GQ397515.1,0.3882937729358673,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,6,United Kingdom,GQ397569.1,0.3963274359703064,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,6,United Kingdom,GQ397630.1,0.3956695795059204,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,6,United Kingdom,GQ397515.1,0.3949916958808899,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,7,United Kingdom,GQ397569.1,0.39867907762527466,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,7,United Kingdom,GQ397630.1,0.39825066924095154,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,7,United Kingdom,GQ397515.1,0.397571325302124,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,8,United Kingdom,GQ397630.1,0.40000012516975403,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,8,United Kingdom,GQ397569.1,0.3999895751476288,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,8,United Kingdom,GQ397515.1,0.39910486340522766,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,9,United Kingdom,GQ397630.1,0.40153178572654724,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,9,United Kingdom,GQ397569.1,0.40135350823402405,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,9,United Kingdom,GQ397515.1,0.4004678428173065,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,10,United Kingdom,GQ397630.1,0.40191972255706787,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,10,United Kingdom,GQ397569.1,0.4017414152622223,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,10,United Kingdom,GQ397515.1,0.4008554518222809,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,11,United Kingdom,GQ397569.1,0.3983001708984375,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,11,United Kingdom,GQ397630.1,0.397641122341156,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,11,United Kingdom,GQ397515.1,0.39696210622787476,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,12,United Kingdom,GQ397569.1,0.39169925451278687,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,12,United Kingdom,GQ397630.1,0.3910440504550934,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2024,12,United Kingdom,GQ397515.1,0.3903689980506897,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,1,United Kingdom,GQ397569.1,0.36161690950393677,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,1,United Kingdom,GQ397630.1,0.3604271113872528,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,1,United Kingdom,GQ397515.1,0.35998567938804626,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,2,United Kingdom,GQ397569.1,0.3691707253456116,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,2,United Kingdom,GQ397630.1,0.3680166006088257,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,2,United Kingdom,GQ397515.1,0.3675712049007416,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,3,United Kingdom,GQ397569.1,0.3763725459575653,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,3,United Kingdom,GQ397630.1,0.37557727098464966,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,3,United Kingdom,GQ397515.1,0.37495481967926025,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,4,United Kingdom,GQ397569.1,0.3829615116119385,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,4,United Kingdom,GQ397630.1,0.38231176137924194,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,4,United Kingdom,GQ397515.1,0.38164231181144714,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,5,United Kingdom,GQ397569.1,0.38962146639823914,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,5,United Kingdom,GQ397630.1,0.38896751403808594,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,5,United Kingdom,GQ397515.1,0.3882937729358673,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,6,United Kingdom,GQ397569.1,0.3963274359703064,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,6,United Kingdom,GQ397630.1,0.3956695795059204,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,6,United Kingdom,GQ397515.1,0.3949916958808899,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,7,United Kingdom,GQ397569.1,0.39867907762527466,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,7,United Kingdom,GQ397630.1,0.39825066924095154,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,7,United Kingdom,GQ397515.1,0.397571325302124,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,8,United Kingdom,GQ397630.1,0.40000012516975403,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,8,United Kingdom,GQ397569.1,0.3999895751476288,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,8,United Kingdom,GQ397515.1,0.39910486340522766,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,9,United Kingdom,GQ397630.1,0.40153178572654724,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,9,United Kingdom,GQ397569.1,0.40135350823402405,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,9,United Kingdom,GQ397515.1,0.4004678428173065,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,10,United Kingdom,GQ397630.1,0.40191972255706787,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,10,United Kingdom,GQ397569.1,0.4017414152622223,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,10,United Kingdom,GQ397515.1,0.4008554518222809,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,11,United Kingdom,GQ397569.1,0.3983001708984375,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,11,United Kingdom,GQ397630.1,0.397641122341156,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,11,United Kingdom,GQ397515.1,0.39696210622787476,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,12,United Kingdom,GQ397569.1,0.39169925451278687,"Influenza A virus (A/Madrid/G3142/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,12,United Kingdom,GQ397630.1,0.3910440504550934,"Influenza A virus (A/Baleares/RR3641/2009(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
2025,12,United Kingdom,GQ397515.1,0.3903689980506897,"Influenza A virus (A/PaisVasco/RR3193/2008(H3N2)) segment 6 neuraminidase (NA) gene, partial cds"
