angle,magnitude,occurrences
-0.05,0.87,4
-0.05,0.92,4
-2.86,0.81,4
-2.86,0.89,4
0.63,1.08,4
0.63,0.83,4
0.63,0.91,4
0.45,0.8,4
0.45,0.85,4
0.63,0.97,4
0.63,1.03,4
-2.67,0.86,4
-1.63,0.88,4
-1.63,0.97,4
-1.19,0.94,4
-1.19,0.96,4
-1.19,0.98,4
0.62,0.79,4
0.62,0.8,4
0.62,0.95,4
-1.63,1.11,4
-1.63,1.13,4
-2.86,0.95,4
-2.86,0.96,4
-2.86,1.04,4
0.61,0.99,4
0.61,1.02,4
-0.85,0.84,4
-0.04,0.9,4
-0.04,0.98,4
0.61,0.76,4
-0.04,1.01,4
0.6,1.02,4
0.6,1.08,4
-2.61,0.73,4
0.59,0.87,4
0.59,0.9,4
0.59,0.95,4
0.59,0.99,4
0.45,0.93,4
0.45,0.96,4
-0.8,0.99,4
-1.62,0.94,4
-2.61,0.82,4
-2.61,0.84,4
-2.61,0.89,4
-2.61,0.95,4
-2.86,1.17,4
-1.62,1.07,4
-1.62,1.1,4
-1.62,1.13,4
0.58,0.78,4
0.58,0.81,4
0.58,0.87,4
-0.03,0.78,4
-1.62,1.17,4
0.57,0.96,4
0.57,1.05,4
0.57,0.81,4
0.57,0.82,4
0.56,1.2,4
0.56,0.82,4
0.56,0.92,4
0.56,1.0,4
-1.61,0.85,4
-0.03,0.83,4
-0.03,0.84,4
-0.03,0.95,4
-1.61,1.15,4
0.55,1.08,4
-1.61,0.99,4
-1.58,0.95,4
-1.58,0.96,4
-1.61,1.03,4
0.55,0.86,4
0.55,0.79,4
0.55,0.84,4
-2.85,0.93,4
0.54,1.02,4
0.54,1.03,4
-2.85,0.78,4
-2.85,0.79,4
-2.85,0.85,4
-1.61,1.55,4
0.54,0.78,4
0.54,0.88,4
-1.45,1.12,4
0.46,0.74,4
-1.58,1.01,4
-1.58,0.88,4
0.53,0.89,4
0.53,0.92,4
0.53,0.97,4
-1.6,0.98,4
-1.6,0.99,4
-2.61,0.65,4
0.52,1.11,4
-1.6,0.95,4
-1.6,0.97,4
-0.02,0.85,4
-0.02,0.88,4
-0.02,0.89,4
-0.02,0.9,4
0.52,0.99,4
-1.6,1.04,4
-1.6,1.11,4
0.52,0.79,4
-1.45,1.09,4
-1.58,0.93,4
-1.58,0.94,4
0.52,0.9,4
0.52,0.96,4
-0.02,0.94,4
-2.85,1.04,4
-2.85,1.06,4
-0.02,0.92,4
-2.85,0.98,4
-2.85,1.01,4
0.51,0.78,4
0.51,0.84,4
0.51,0.87,4
-1.45,0.96,4
-1.45,0.98,4
-1.45,1.0,4
-1.45,1.01,4
-1.45,1.02,4
-1.45,1.03,4
-1.45,1.04,4
-0.01,0.73,4
-2.67,0.81,4
-2.67,0.82,4
0.5,0.75,4
0.5,0.8,4
0.5,0.89,4
-1.6,1.41,4
0.46,0.89,4
0.46,0.9,4
0.46,0.95,4
0.46,0.98,4
0.46,1.01,4
0.49,0.93,4
0.49,0.95,4
0.49,1.05,4
-1.59,0.96,4
-0.01,0.78,4
-0.01,0.79,4
-0.01,0.8,4
-0.01,0.83,4
-0.01,0.84,4
-0.01,0.89,4
-0.01,0.9,4
0.49,0.84,4
0.49,0.86,4
0.47,0.92,4
-1.59,0.98,4
-1.59,1.05,4
-1.2,1.15,4
-1.2,1.17,4
0.48,1.04,4
0.48,1.19,4
0.48,0.8,4
0.48,0.83,4
0.48,0.88,4
0.48,0.92,4
0.48,0.96,4
0.48,1.02,4
-0.01,0.94,4
-0.01,1.01,4
0.47,0.96,4
0.47,0.97,4
0.47,1.01,4
0.47,1.03,4
3.14,0.63,4
3.14,0.56,3
3.14,0.55,3
3.14,0.62,3
3.14,0.49,3
3.14,0.48,3
3.14,0.6,3
3.13,1.49,3
1.68,1.27,3
1.68,1.22,3
1.68,1.18,3
3.13,1.02,3
3.13,0.99,3
3.13,0.94,3
3.13,1.08,3
-2.49,1.0,3
1.67,1.55,3
1.68,0.95,3
-1.94,1.27,3
-1.94,1.18,3
0.27,0.99,3
1.67,1.14,3
0.47,0.85,3
-0.01,0.97,3
-0.01,0.96,3
-1.59,1.31,3
1.68,1.45,3
1.68,1.33,3
-1.94,1.01,3
1.67,1.44,3
-1.94,1.52,3
1.67,1.07,3
1.67,1.06,3
1.67,1.05,3
1.67,1.39,3
1.67,1.24,3
-0.35,1.01,3
1.67,1.19,3
0.27,1.09,3
3.12,1.3,3
3.13,0.9,3
0.48,0.95,3
-2.49,0.99,3
3.13,0.89,3
-0.01,1.08,3
-0.01,1.07,3
-1.15,1.22,3
-1.94,0.79,3
-0.96,0.7,3
-2.65,0.95,3
-2.65,0.92,3
1.67,0.91,3
-1.93,1.1,3
1.69,1.0,3
0.48,1.06,3
-2.85,1.25,3
0.48,1.01,3
3.13,0.8,3
-2.48,1.07,3
1.69,1.29,3
1.69,1.25,3
1.69,1.17,3
1.69,1.13,3
1.69,1.09,3
1.69,1.21,3
1.69,1.49,3
-0.96,0.95,3
-0.96,0.92,3
1.7,0.99,3
1.7,0.98,3
0.07,1.29,3
-0.74,1.02,3
-0.74,0.98,3
0.48,1.18,3
-2.97,0.88,3
0.27,1.24,3
0.03,1.12,3
-1.53,1.0,3
1.7,1.17,3
1.7,1.16,3
1.7,1.05,3
1.66,1.5,3
1.66,1.39,3
1.66,1.37,3
1.66,1.25,3
1.7,1.23,3
1.7,1.22,3
1.7,1.2,3
-1.37,1.26,3
1.66,1.2,3
1.66,1.11,3
0.48,1.29,3
-1.2,1.23,3
-1.59,0.99,3
3.12,0.89,3
3.12,0.88,3
3.12,0.82,3
3.12,0.81,3
-2.98,0.97,3
1.7,1.18,3
-2.56,0.75,3
-0.74,1.05,3
3.11,1.09,3
0.47,0.89,3
-1.59,1.12,3
-2.47,1.04,3
1.66,1.06,3
1.66,1.0,3
1.66,1.32,3
-0.96,1.05,3
-1.93,1.37,3
-1.93,1.33,3
-1.93,1.3,3
-0.36,0.99,3
-0.36,0.98,3
-2.56,0.83,3
-1.95,1.38,3
3.11,0.95,3
3.11,0.94,3
0.49,0.88,3
-1.59,0.97,3
-2.49,1.08,3
-2.98,1.02,3
1.65,1.1,3
1.65,1.09,3
-1.93,1.56,3
-1.93,1.53,3
1.71,1.08,3
-0.82,0.95,3
-0.82,0.92,3
-2.65,1.05,3
1.65,1.29,3
1.65,1.28,3
3.11,0.87,3
3.11,0.78,3
-2.47,0.83,3
0.49,0.92,3
-1.59,1.07,3
-1.59,1.04,3
-1.59,1.0,3
3.11,1.06,3
1.65,1.27,3
1.65,1.25,3
0.28,0.84,3
0.28,0.81,3
0.03,1.08,3
1.65,1.22,3
1.65,1.16,3
1.65,1.12,3
1.65,1.0,3
3.11,1.01,3
3.11,1.0,3
3.11,0.97,3
0.49,1.04,3
3.11,0.89,3
0.03,1.27,3
1.71,1.04,3
1.71,1.01,3
1.71,0.96,3
1.71,1.64,3
1.71,1.41,3
1.71,1.26,3
1.71,1.22,3
1.71,1.18,3
1.71,1.14,3
1.72,1.4,3
-1.95,1.21,3
-2.73,0.82,3
0.5,0.84,3
0.46,0.87,3
0.46,1.33,3
-0.74,1.08,3
1.72,1.18,3
1.72,1.11,3
1.72,1.1,3
-2.97,1.0,3
1.72,1.26,3
0.03,0.95,3
0.03,0.94,3
0.28,1.23,3
1.64,1.03,3
3.1,0.96,3
3.1,0.93,3
3.1,0.83,3
0.5,1.02,3
0.49,1.01,3
0.49,1.0,3
-2.47,1.14,3
-1.36,0.95,3
-0.37,1.12,3
-1.95,0.94,3
-2.7,1.0,3
0.03,1.03,3
-1.15,1.11,3
-1.95,1.06,3
-1.36,1.0,3
0.28,0.93,3
-1.15,1.06,3
-1.15,1.04,3
-1.15,1.02,3
0.5,0.85,3
-2.73,0.92,3
0.5,1.19,3
-1.6,1.22,3
0.5,1.11,3
3.1,1.05,3
3.1,1.0,3
-1.37,1.46,3
-1.37,1.43,3
1.73,1.11,3
1.73,1.08,3
-2.7,0.98,3
1.64,1.1,3
1.73,1.13,3
1.73,1.57,3
3.09,1.04,3
3.09,1.02,3
0.5,0.9,3
-1.6,1.2,3
0.5,0.87,3
1.73,1.07,3
1.73,0.96,3
-1.95,0.88,3
-2.98,0.82,3
1.73,1.25,3
1.73,1.15,3
-2.98,0.88,3
-0.37,0.94,3
-1.92,1.02,3
-1.92,1.0,3
-0.34,0.97,3
-1.6,1.26,3
-1.48,1.13,3
0.5,1.09,3
-1.96,1.55,3
-1.96,1.45,3
1.63,1.2,3
1.63,1.18,3
1.63,1.08,3
-2.64,1.41,3
-2.64,1.39,3
-1.53,1.17,3
-1.36,1.25,3
1.63,0.97,3
1.63,0.96,3
0.51,1.01,3
0.51,0.96,3
3.09,0.91,3
3.09,0.86,3
3.09,0.81,3
-2.46,0.91,3
-0.02,1.29,3
-1.6,1.3,3
-1.92,1.06,3
-1.92,1.05,3
-1.37,1.08,3
-1.37,1.07,3
-1.37,1.04,3
-1.36,1.07,3
-0.37,0.91,3
-0.37,0.9,3
-0.37,0.85,3
-1.96,1.42,3
-1.96,1.39,3
1.74,0.96,3
1.74,0.95,3
-1.92,1.37,3
-2.46,0.97,3
-2.46,0.96,3
-2.46,0.81,3
-2.46,0.79,3
-2.67,0.84,3
-1.92,1.34,3
-1.92,1.33,3
-1.92,1.32,3
-1.37,1.12,3
-2.97,1.19,3
1.62,1.15,3
0.51,1.09,3
-0.02,0.93,3
-1.45,1.05,3
-1.45,0.99,3
-2.85,1.12,3
-2.85,1.09,3
-2.46,1.01,3
1.62,1.12,3
1.74,1.18,3
1.74,1.09,3
1.74,1.07,3
1.74,1.06,3
1.62,1.44,3
1.74,1.33,3
1.74,1.32,3
1.74,1.28,3
1.74,1.23,3
1.74,1.2,3
1.62,1.18,3
-1.37,1.18,3
-1.96,1.07,3
-2.46,1.07,3
-2.46,1.03,3
3.08,1.0,3
-0.02,1.02,3
0.52,0.88,3
-0.97,1.18,3
1.74,1.5,3
1.62,1.11,3
1.62,1.08,3
1.61,1.78,3
-0.97,1.07,3
3.08,0.93,3
3.08,1.31,3
0.46,0.77,3
-2.85,1.07,3
-2.85,1.02,3
-2.85,0.97,3
-2.85,0.96,3
-1.96,1.23,3
-1.96,1.22,3
-1.96,1.19,3
-1.96,1.12,3
-0.33,0.85,3
1.75,0.91,3
1.61,1.55,3
-0.33,0.84,3
-1.92,1.4,3
-1.92,1.38,3
1.62,1.03,3
1.61,1.25,3
1.61,1.21,3
-2.46,1.22,3
3.08,1.07,3
3.08,0.9,3
3.08,0.87,3
3.08,0.85,3
-0.02,0.86,3
-1.45,1.36,3
3.08,0.97,3
1.61,1.8,3
-2.7,0.94,3
1.75,1.09,3
1.61,1.11,3
1.61,1.06,3
1.61,1.05,3
3.07,0.93,3
3.07,0.91,3
0.08,0.84,3
0.08,0.83,3
0.52,1.08,3
-1.6,1.12,3
-1.6,1.06,3
1.75,1.24,3
-0.33,0.89,3
-0.33,0.86,3
-1.15,0.96,3
-1.15,0.91,3
1.75,1.4,3
-1.96,1.06,3
-1.96,1.02,3
1.61,1.13,3
1.61,1.12,3
3.07,0.8,3
-2.45,1.01,3
-2.45,1.0,3
-2.45,0.94,3
-2.45,0.91,3
-0.73,0.94,3
-0.73,0.91,3
-1.45,1.24,3
3.07,0.95,3
-2.56,1.14,3
1.75,1.15,3
1.76,1.04,3
1.76,1.03,3
1.76,1.02,3
3.07,0.89,3
3.07,0.86,3
3.07,0.85,3
3.07,0.84,3
0.08,0.95,3
0.08,0.94,3
0.08,0.9,3
-1.6,1.03,3
-1.6,1.02,3
1.76,0.87,3
-0.38,1.11,3
1.76,1.35,3
-2.83,1.08,3
-0.38,1.05,3
-0.38,1.03,3
1.76,1.17,3
1.76,1.08,3
1.76,1.42,3
1.76,1.39,3
1.6,1.3,3
1.6,1.28,3
-2.45,0.8,3
-0.73,1.05,3
-0.73,1.03,3
-0.73,1.0,3
-0.73,0.96,3
0.53,0.96,3
-1.37,1.01,3
1.6,1.37,3
1.6,1.36,3
-1.97,1.57,3
1.76,1.5,3
3.06,1.11,3
3.06,1.02,3
3.06,1.01,3
-1.09,1.03,3
-1.09,0.98,3
-1.45,1.19,3
0.53,1.18,3
0.53,1.17,3
1.76,1.3,3
1.76,1.27,3
1.76,1.2,3
1.6,1.04,3
1.6,1.01,3
1.6,0.99,3
1.6,0.98,3
-1.58,1.04,3
0.53,1.14,3
3.06,0.92,3
3.06,0.91,3
3.06,0.89,3
3.06,0.83,3
3.06,0.82,3
0.53,0.95,3
-0.97,0.88,3
1.6,1.17,3
-1.53,1.05,3
-0.38,1.0,3
1.77,1.01,3
-0.97,1.01,3
0.26,0.87,3
-1.91,1.15,3
-0.73,1.08,3
0.54,0.91,3
0.54,0.89,3
-1.45,1.16,3
-1.45,1.15,3
-1.58,1.11,3
-1.91,1.03,3
-1.91,0.89,3
1.59,1.46,3
1.6,1.12,3
-0.32,0.92,3
1.59,1.16,3
1.77,1.15,3
1.77,1.11,3
0.26,0.9,3
-1.91,1.06,3
-0.32,1.12,3
-3.14,0.93,3
-3.14,0.87,3
3.05,1.24,3
0.08,1.08,3
0.08,1.07,3
-3.14,0.98,3
-0.03,1.25,3
-2.99,1.16,3
1.77,1.35,3
1.77,1.33,3
-0.38,0.78,3
-1.35,0.97,3
1.77,1.24,3
1.59,1.21,3
1.59,0.88,3
-1.97,1.18,3
-1.24,1.22,3
-1.24,1.18,3
3.05,0.96,3
-2.85,0.95,3
-3.14,0.96,3
-1.97,1.17,3
-1.97,1.13,3
-1.97,1.12,3
-1.97,1.06,3
-2.99,1.19,3
1.59,1.1,3
-1.91,1.13,3
-1.91,1.42,3
1.59,1.08,3
1.59,1.04,3
-0.32,1.01,3
-0.32,0.98,3
1.59,1.32,3
1.59,1.31,3
-1.91,1.68,3
-0.32,0.95,3
1.59,1.03,3
3.05,1.12,3
-0.72,0.76,3
-2.45,1.17,3
-1.61,1.21,3
-0.03,1.2,3
0.54,0.93,3
-0.81,0.99,3
-1.48,1.08,3
-1.24,1.26,3
3.04,1.21,3
3.05,0.84,3
3.05,0.82,3
-1.91,1.48,3
1.78,1.1,3
1.78,1.07,3
1.78,0.98,3
1.78,0.9,3
-1.97,1.24,3
1.78,1.4,3
1.78,1.24,3
1.78,1.22,3
1.78,1.2,3
-2.99,1.07,3
-2.99,1.04,3
0.55,0.94,3
0.55,0.92,3
0.55,0.85,3
-1.61,1.06,3
-1.61,1.05,3
-2.49,0.9,3
-2.99,1.1,3
1.78,1.13,3
1.78,1.12,3
1.58,1.07,3
-2.78,1.02,3
-2.78,0.97,3
-2.78,0.96,3
0.29,1.0,3
0.29,0.99,3
-0.95,1.02,3
-2.83,1.03,3
-0.95,0.97,3
1.58,0.93,3
1.58,0.92,3
1.58,1.03,3
3.04,1.0,3
3.04,0.99,3
-1.48,0.93,3
-0.84,0.99,3
0.55,1.05,3
0.55,1.04,3
-2.78,1.07,3
-1.97,1.05,3
-1.97,1.01,3
-1.97,0.96,3
1.79,0.99,3
-1.97,0.9,3
1.79,0.95,3
1.57,1.75,3
0.09,0.72,3
3.04,0.91,3
-1.61,1.14,3
-1.61,1.13,3
-1.61,1.1,3
-0.03,1.03,3
-0.01,1.13,3
-1.58,0.98,3
-0.97,0.84,3
-1.14,1.0,3
-1.14,0.99,3
-0.39,1.04,3
-1.14,0.94,3
-0.95,0.98,3
-1.48,1.03,3
-1.48,0.98,3
-1.48,0.97,3
-0.03,0.81,3
-1.61,0.97,3
0.55,1.12,3
0.55,0.9,3
1.79,1.26,3
1.79,1.19,3
1.79,1.17,3
1.79,0.96,3
1.79,1.12,3
-1.53,1.31,3
1.57,1.56,3
0.26,0.79,3
0.04,0.73,3
-2.44,0.86,3
-2.44,0.84,3
-3.14,1.08,3
-1.09,1.21,3
0.56,0.9,3
3.04,0.97,3
3.04,0.96,3
1.79,1.39,3
1.79,1.16,3
-1.54,1.13,3
-1.54,1.12,3
1.57,1.31,3
1.57,1.28,3
-0.95,1.03,3
-1.22,1.08,3
-1.22,1.06,3
0.56,1.22,3
0.56,1.19,3
-0.03,1.0,3
-0.03,0.98,3
0.57,0.87,3
0.56,1.09,3
0.56,1.06,3
0.56,1.03,3
-2.44,0.89,3
-1.98,1.46,3
1.57,1.34,3
1.57,1.33,3
-2.83,0.98,3
-2.83,0.94,3
1.8,1.21,3
1.79,1.63,3
-1.22,1.04,3
-1.22,0.99,3
-0.72,0.95,3
3.03,1.02,3
0.57,1.06,3
0.57,0.99,3
-1.61,0.98,3
-0.79,1.32,3
-1.9,0.99,3
1.57,1.03,3
-0.95,1.22,3
-0.95,1.17,3
-1.9,1.25,3
-1.9,1.23,3
-1.9,1.2,3
3.03,0.92,3
3.03,0.87,3
3.03,0.79,3
-3.14,1.05,3
-3.14,1.02,3
3.03,0.75,3
0.56,0.97,3
-1.9,1.14,3
-2.83,1.06,3
-1.98,1.22,3
-1.98,1.12,3
-1.98,1.1,3
-0.31,0.86,3
-0.31,0.84,3
-0.31,0.77,3
-2.96,1.02,3
1.8,1.07,3
1.8,0.89,3
1.8,1.35,3
-1.54,1.06,3
-1.24,1.06,3
-1.24,1.01,3
-1.24,1.0,3
-2.44,1.16,3
3.03,1.06,3
0.57,0.93,3
0.57,0.92,3
0.56,1.18,3
1.8,1.25,3
-1.98,0.93,3
0.25,1.12,3
0.25,1.06,3
1.8,1.12,3
0.3,0.96,3
0.3,0.94,3
-0.31,0.92,3
-1.62,1.2,3
-1.62,1.18,3
-1.62,1.16,3
0.57,0.9,3
-1.62,1.29,3
-1.35,0.98,3
-0.39,0.85,3
-2.96,1.0,3
-1.9,1.12,3
-1.9,1.11,3
-2.96,0.81,3
-1.54,1.1,3
-0.31,1.01,3
-0.31,0.98,3
-2.96,0.96,3
3.02,1.07,3
3.02,1.03,3
-1.62,0.98,3
0.57,1.28,3
-0.81,1.02,3
-1.45,0.91,3
-1.14,1.23,3
-1.98,1.05,3
-1.98,1.0,3
0.25,0.98,3
-1.9,1.46,3
-0.39,0.84,3
-0.39,0.82,3
-0.39,0.81,3
-0.81,1.07,3
3.02,1.08,3
-0.8,1.07,3
-2.64,1.07,3
-2.64,1.06,3
-2.96,1.16,3
1.56,1.47,3
-2.77,0.93,3
1.81,1.26,3
-0.98,1.29,3
1.56,1.25,3
1.56,1.23,3
-1.35,1.21,3
1.81,1.28,3
-2.99,0.83,3
3.01,1.08,3
3.02,0.95,3
3.02,0.85,3
-1.62,1.14,3
-1.62,1.08,3
-2.85,0.73,3
0.57,1.14,3
1.81,1.18,3
1.81,1.16,3
1.81,1.13,3
1.81,1.06,3
1.81,0.95,3
1.81,1.3,3
-2.77,0.86,3
1.56,1.1,3
-2.56,1.25,3
1.56,1.39,3
-2.96,1.12,3
1.56,1.3,3
-1.54,1.18,3
3.01,0.94,3
3.01,0.9,3
-0.85,1.05,3
-0.85,1.02,3
-1.99,1.56,3
-2.77,0.8,3
1.56,1.2,3
-1.99,1.34,3
-1.99,1.33,3
1.82,1.14,3
1.82,1.1,3
-1.99,1.45,3
-1.99,1.4,3
1.56,1.02,3
1.56,0.96,3
1.56,0.89,3
1.56,0.84,3
-1.54,1.21,3
-1.54,1.2,3
1.82,1.24,3
0.58,0.84,3
-2.73,0.7,3
3.01,1.03,3
3.01,1.02,3
-2.86,1.2,3
-2.61,0.88,3
-1.62,1.05,3
-2.64,1.0,3
-2.72,0.86,3
0.58,1.13,3
-1.1,1.01,3
3.01,0.84,3
-2.43,0.96,3
-1.62,0.93,3
0.58,0.97,3
0.58,0.85,3
1.82,1.21,3
-2.57,0.92,3
-2.57,0.91,3
1.82,1.33,3
0.25,0.82,3
0.25,0.78,3
1.55,1.07,3
1.55,1.05,3
0.07,1.14,3
3.0,0.82,3
0.59,1.03,3
0.59,1.01,3
0.58,1.09,3
-1.1,1.04,3
-1.14,1.01,3
-1.99,1.14,3
1.55,1.44,3
1.55,1.4,3
0.3,0.83,3
0.3,0.71,3
1.55,0.98,3
1.55,1.32,3
-0.4,0.85,3
-1.14,1.04,3
1.55,1.17,3
1.55,1.12,3
-1.99,1.28,3
3.0,1.13,3
-3.13,0.72,3
0.59,0.97,3
0.59,0.96,3
0.59,0.94,3
0.59,0.81,3
-1.45,1.45,3
1.83,1.17,3
1.83,1.09,3
-0.4,0.95,3
-3.0,1.32,3
-1.35,1.43,3
1.83,1.39,3
1.83,1.35,3
-1.38,1.55,3
-2.7,0.84,3
3.0,0.93,3
3.0,0.92,3
3.0,0.9,3
0.59,1.14,3
0.59,1.1,3
0.6,0.8,3
-2.61,0.79,3
-2.7,0.79,3
1.54,1.37,3
0.3,1.0,3
-2.0,1.32,3
-1.35,1.38,3
-2.0,1.41,3
0.24,1.1,3
0.24,1.09,3
0.24,1.0,3
1.84,1.07,3
1.84,1.03,3
1.84,0.98,3
-2.43,1.18,3
2.99,0.84,3
-2.42,1.06,3
0.59,0.88,3
0.59,0.82,3
1.84,0.96,3
0.24,0.99,3
0.25,0.93,3
0.3,1.01,3
1.54,1.27,3
1.54,1.26,3
1.84,1.28,3
-2.42,0.99,3
0.6,0.94,3
0.6,0.92,3
0.45,0.88,3
2.99,1.05,3
2.99,1.03,3
1.84,1.14,3
1.54,1.11,3
1.54,1.58,3
1.54,1.03,3
-1.89,0.98,3
-0.41,0.93,3
1.54,1.08,3
1.54,1.04,3
-0.3,0.9,3
1.54,1.31,3
-2.65,1.26,3
-0.98,1.01,3
-0.98,1.0,3
0.09,1.24,3
0.09,1.23,3
0.09,1.21,3
2.98,1.07,3
2.98,0.99,3
2.98,1.22,3
-1.25,1.23,3
-1.25,1.21,3
-2.0,1.22,3
-2.0,1.19,3
-2.0,1.13,3
-1.89,1.03,3
-0.41,0.94,3
2.98,1.14,3
0.09,1.04,3
0.09,1.03,3
0.09,0.99,3
0.09,0.94,3
0.6,0.89,3
0.6,0.86,3
0.24,0.9,3
0.24,0.82,3
-0.3,0.99,3
-1.34,1.1,3
-1.34,1.09,3
-2.0,1.02,3
-2.0,0.94,3
-2.0,0.9,3
-1.89,1.13,3
-1.89,1.12,3
1.85,1.23,3
1.85,1.16,3
0.61,0.78,3
-0.04,1.2,3
-0.04,1.19,3
2.98,0.95,3
2.98,0.93,3
2.98,0.92,3
2.98,0.88,3
2.98,0.86,3
0.6,1.15,3
0.6,1.13,3
-1.63,1.43,3
0.61,0.84,3
-0.04,0.89,3
0.61,1.15,3
0.09,0.92,3
0.09,0.88,3
-2.67,0.91,3
1.85,1.05,3
1.85,1.03,3
-1.54,1.0,3
-1.54,0.95,3
1.53,1.22,3
-3.0,1.02,3
1.85,1.31,3
1.53,1.1,3
1.53,1.45,3
1.53,1.04,3
1.53,1.02,3
-1.22,0.95,3
-2.42,1.12,3
-1.23,0.96,3
-3.13,0.94,3
-3.13,0.92,3
-3.13,0.83,3
0.61,0.87,3
-1.34,1.06,3
-3.0,1.13,3
1.53,1.3,3
1.53,1.28,3
-2.0,0.88,3
1.86,0.89,3
1.53,1.09,3
1.53,1.08,3
1.53,1.06,3
1.86,0.99,3
2.97,0.96,3
2.97,0.94,3
2.97,0.93,3
2.97,0.8,3
0.61,1.04,3
0.61,0.97,3
-0.04,1.1,3
2.97,1.1,3
-2.42,1.21,3
-2.01,1.47,3
1.86,1.14,3
0.04,0.96,3
-1.89,1.22,3
-1.89,1.21,3
1.86,1.39,3
-2.41,0.84,3
-2.41,0.83,3
-2.41,0.8,3
-1.08,0.88,3
-1.1,1.12,3
-1.63,1.1,3
2.97,1.02,3
1.86,1.31,3
1.86,1.19,3
-1.89,1.19,3
1.52,1.3,3
0.24,0.91,3
-2.72,1.1,3
1.52,1.12,3
1.52,1.09,3
-1.49,1.24,3
-0.71,0.96,3
2.96,1.15,3
0.62,0.82,3
-2.86,1.01,3
-2.86,1.0,3
1.52,1.01,3
1.52,0.97,3
1.52,1.37,3
1.52,1.34,3
1.52,1.2,3
1.52,1.22,3
1.52,1.21,3
0.02,1.32,3
-0.42,1.06,3
-0.98,0.84,3
1.87,1.21,3
-1.14,1.44,3
-2.01,1.28,3
-2.01,1.25,3
-0.94,1.03,3
-0.94,1.01,3
1.87,1.17,3
1.87,1.13,3
-1.63,1.14,3
-1.63,1.12,3
2.96,1.09,3
-1.1,1.11,3
-1.48,0.9,3
-1.63,1.07,3
-1.63,1.05,3
0.62,0.97,3
0.62,1.21,3
0.62,0.89,3
-2.64,1.27,3
-1.63,1.03,3
-1.63,1.01,3
-1.63,1.15,3
1.87,1.07,3
1.87,1.06,3
-3.0,0.89,3
-3.0,0.83,3
1.52,1.19,3
1.52,1.18,3
1.51,1.47,3
-1.89,1.54,3
-0.29,0.82,3
1.87,1.27,3
1.87,1.25,3
-2.01,1.13,3
-2.01,1.09,3
0.04,1.19,3
0.04,1.13,3
1.87,1.19,3
1.51,1.32,3
1.51,1.31,3
-1.89,1.4,3
-0.71,1.14,3
-0.71,1.12,3
2.96,1.0,3
2.96,0.98,3
2.96,0.97,3
0.62,0.98,3
0.04,0.98,3
-3.0,0.96,3
1.87,1.33,3
-0.05,1.11,3
2.96,0.82,3
2.96,0.79,3
-0.71,1.25,3
-0.71,1.24,3
-1.63,0.99,3
2.96,0.89,3
1.51,1.16,3
1.51,1.12,3
-1.89,1.75,3
-1.89,1.74,3
1.51,1.05,3
1.51,1.34,3
1.51,0.98,3
-1.88,1.16,3
-2.78,0.88,3
-1.58,1.25,3
-0.71,1.04,3
-0.71,1.01,3
0.63,0.95,3
0.63,0.94,3
0.63,0.9,3
-2.41,1.06,3
-2.78,0.82,3
-0.29,0.98,3
1.51,1.3,3
1.51,1.29,3
-0.42,0.99,3
-0.42,0.98,3
-1.88,1.12,3
-1.88,1.11,3
-1.88,1.03,3
2.95,0.94,3
2.95,0.9,3
2.95,0.83,3
-2.5,1.12,3
-2.41,1.42,3
-3.13,1.11,3
-1.19,1.02,3
0.63,0.96,3
-0.29,1.04,3
-0.42,0.79,3
-2.01,1.02,3
-2.01,1.0,3
-2.77,1.03,3
-0.29,0.99,3
-2.86,0.88,3
-1.58,1.18,3
-3.13,1.01,3
-2.86,0.72,3
0.63,0.87,3
-0.29,0.94,3
-0.29,0.9,3
0.31,0.77,3
-0.29,1.09,3
-0.29,1.08,3
-1.88,1.22,3
1.88,0.99,3
-0.42,0.93,3
1.5,1.19,3
1.88,1.27,3
-2.55,0.8,3
-2.02,1.51,3
1.88,1.16,3
1.88,1.13,3
-1.88,1.25,3
-1.88,1.23,3
1.5,0.93,3
2.94,1.14,3
2.94,1.09,3
2.94,1.07,3
-3.13,1.07,3
-3.13,1.05,3
-0.43,1.27,3
-2.55,0.87,3
1.5,1.26,3
1.5,1.23,3
1.89,1.25,3
1.5,1.14,3
1.5,1.09,3
1.5,1.08,3
1.5,1.07,3
-1.88,1.45,3
-1.38,1.17,3
-1.38,1.16,3
-1.52,1.02,3
2.94,0.93,3
2.94,0.92,3
2.94,0.9,3
-3.13,1.0,3
0.04,1.22,3
1.89,1.16,3
1.89,1.15,3
1.89,1.14,3
1.89,1.09,3
1.5,0.9,3
-2.02,1.36,3
-2.02,1.12,3
0.64,0.89,3
0.64,0.85,3
-2.61,1.15,3
-2.61,1.13,3
-0.05,0.98,3
-2.61,0.99,3
0.65,0.86,3
-0.05,0.91,3
-0.05,0.84,3
-2.86,0.92,3
-2.61,0.96,3
-0.82,1.16,3
-0.94,1.07,3
-1.88,1.48,3
-1.38,1.3,3
-1.38,1.24,3
1.49,1.15,3
0.65,0.79,3
0.07,0.93,3
0.07,0.92,3
0.07,0.9,3
2.94,0.81,3
2.94,0.73,3
-2.02,1.05,3
-2.02,1.03,3
-0.99,1.26,3
-2.02,1.41,3
-0.99,1.1,3
-2.02,0.96,3
-2.61,1.09,3
-2.61,1.04,3
0.65,0.84,3
-0.05,0.79,3
